conname,contype,src_table,src_cols,tgt_table,tgt_cols,confdeltype
portal_wizard_res_partner_rel_res_partner_id_fkey,f,portal_wizard_res_partner_rel,res_partner_id,res_partner,id,c
portal_wizard_res_partner_rel_pkey,p,portal_wizard_res_partner_rel,"portal_wizard_id,res_partner_id",,, 
portal_wizard_user_create_uid_fkey,f,portal_wizard_user,create_uid,res_users,id,n
portal_wizard_user_partner_id_fkey,f,portal_wizard_user,partner_id,res_partner,id,c
portal_wizard_user_wizard_id_fkey,f,portal_wizard_user,wizard_id,portal_wizard,id,c
portal_wizard_user_write_uid_fkey,f,portal_wizard_user,write_uid,res_users,id,n
portal_wizard_user_pkey,p,portal_wizard_user,id,,, 
privacy_log_create_uid_fkey,f,privacy_log,create_uid,res_users,id,n
privacy_log_user_id_fkey,f,privacy_log,user_id,res_users,id,r
privacy_log_write_uid_fkey,f,privacy_log,write_uid,res_users,id,n
privacy_log_pkey,p,privacy_log,id,,, 
privacy_lookup_wizard_create_uid_fkey,f,privacy_lookup_wizard,create_uid,res_users,id,n
privacy_lookup_wizard_log_id_fkey,f,privacy_lookup_wizard,log_id,privacy_log,id,n
privacy_lookup_wizard_write_uid_fkey,f,privacy_lookup_wizard,write_uid,res_users,id,n
privacy_lookup_wizard_pkey,p,privacy_lookup_wizard,id,,, 
privacy_lookup_wizard_line_create_uid_fkey,f,privacy_lookup_wizard_line,create_uid,res_users,id,n
privacy_lookup_wizard_line_res_model_id_fkey,f,privacy_lookup_wizard_line,res_model_id,ir_model,id,c
privacy_lookup_wizard_line_wizard_id_fkey,f,privacy_lookup_wizard_line,wizard_id,privacy_lookup_wizard,id,n
privacy_lookup_wizard_line_write_uid_fkey,f,privacy_lookup_wizard_line,write_uid,res_users,id,n
privacy_lookup_wizard_line_pkey,p,privacy_lookup_wizard_line,id,,, 
product_attr_exclusion_value__product_template_attribute_e_fkey,f,product_attr_exclusion_value_ids_rel,product_template_attribute_exclusion_id,product_template_attribute_exclusion,id,c
product_attr_exclusion_value__product_template_attribute_v_fkey,f,product_attr_exclusion_value_ids_rel,product_template_attribute_value_id,product_template_attribute_value,id,c
product_attr_exclusion_value_ids_rel_pkey,p,product_attr_exclusion_value_ids_rel,"product_template_attribute_exclusion_id,product_template_attribute_value_id",,, 
product_attribute_create_uid_fkey,f,product_attribute,create_uid,res_users,id,n
product_attribute_write_uid_fkey,f,product_attribute,write_uid,res_users,id,n
product_attribute_pkey,p,product_attribute,id,,, 
product_attribute_custom_valu_custom_product_template_attr_fkey,f,product_attribute_custom_value,custom_product_template_attribute_value_id,product_template_attribute_value,id,r
product_attribute_custom_value_create_uid_fkey,f,product_attribute_custom_value,create_uid,res_users,id,n
product_attribute_custom_value_write_uid_fkey,f,product_attribute_custom_value,write_uid,res_users,id,n
product_attribute_custom_value_pkey,p,product_attribute_custom_value,id,,, 
product_attribute_product_template_re_product_attribute_id_fkey,f,product_attribute_product_template_rel,product_attribute_id,product_attribute,id,c
product_attribute_product_template_rel_product_template_id_fkey,f,product_attribute_product_template_rel,product_template_id,product_template,id,c
product_attribute_product_template_rel_pkey,p,product_attribute_product_template_rel,"product_attribute_id,product_template_id",,, 
product_attribute_value_attribute_id_fkey,f,product_attribute_value,attribute_id,product_attribute,id,c
product_attribute_value_create_uid_fkey,f,product_attribute_value,create_uid,res_users,id,n
product_attribute_value_write_uid_fkey,f,product_attribute_value,write_uid,res_users,id,n
product_attribute_value_pkey,p,product_attribute_value,id,,, 
product_attribute_value_produ_product_template_attribute_l_fkey,f,product_attribute_value_product_template_attribute_line_rel,product_template_attribute_line_id,product_template_attribute_line,id,c
product_attribute_value_product_product_attribute_value_id_fkey,f,product_attribute_value_product_template_attribute_line_rel,product_attribute_value_id,product_attribute_value,id,r
product_attribute_value_product_template_attribute_line_re_pkey,p,product_attribute_value_product_template_attribute_line_rel,"product_attribute_value_id,product_template_attribute_line_id",,, 
product_category_create_uid_fkey,f,product_category,create_uid,res_users,id,n
product_category_parent_id_fkey,f,product_category,parent_id,product_category,id,c
product_category_write_uid_fkey,f,product_category,write_uid,res_users,id,n
product_category_pkey,p,product_category,id,,, 
product_combo_company_id_fkey,f,product_combo,company_id,res_company,id,n
product_combo_create_uid_fkey,f,product_combo,create_uid,res_users,id,n
product_combo_write_uid_fkey,f,product_combo,write_uid,res_users,id,n
product_combo_pkey,p,product_combo,id,,, 
product_combo_item_combo_id_fkey,f,product_combo_item,combo_id,product_combo,id,c
product_combo_item_company_id_fkey,f,product_combo_item,company_id,res_company,id,n
product_combo_item_create_uid_fkey,f,product_combo_item,create_uid,res_users,id,n
product_combo_item_product_id_fkey,f,product_combo_item,product_id,product_product,id,r
product_combo_item_write_uid_fkey,f,product_combo_item,write_uid,res_users,id,n
product_combo_item_pkey,p,product_combo_item,id,,, 
product_combo_product_template_rel_product_combo_id_fkey,f,product_combo_product_template_rel,product_combo_id,product_combo,id,c
product_combo_product_template_rel_product_template_id_fkey,f,product_combo_product_template_rel,product_template_id,product_template,id,c
product_combo_product_template_rel_pkey,p,product_combo_product_template_rel,"product_template_id,product_combo_id",,, 
product_document_create_uid_fkey,f,product_document,create_uid,res_users,id,n
product_document_ir_attachment_id_fkey,f,product_document,ir_attachment_id,ir_attachment,id,c
product_document_write_uid_fkey,f,product_document,write_uid,res_users,id,n
product_document_pkey,p,product_document,id,,, 
product_label_layout_create_uid_fkey,f,product_label_layout,create_uid,res_users,id,n
product_label_layout_pricelist_id_fkey,f,product_label_layout,pricelist_id,product_pricelist,id,n
product_label_layout_write_uid_fkey,f,product_label_layout,write_uid,res_users,id,n
product_label_layout_pkey,p,product_label_layout,id,,, 
product_label_layout_product_produ_product_label_layout_id_fkey,f,product_label_layout_product_product_rel,product_label_layout_id,product_label_layout,id,c
product_label_layout_product_product_re_product_product_id_fkey,f,product_label_layout_product_product_rel,product_product_id,product_product,id,c
product_label_layout_product_product_rel_pkey,p,product_label_layout_product_product_rel,"product_label_layout_id,product_product_id",,, 
product_label_layout_product_templ_product_label_layout_id_fkey,f,product_label_layout_product_template_rel,product_label_layout_id,product_label_layout,id,c
product_label_layout_product_template__product_template_id_fkey,f,product_label_layout_product_template_rel,product_template_id,product_template,id,c
product_label_layout_product_template_rel_pkey,p,product_label_layout_product_template_rel,"product_label_layout_id,product_template_id",,, 
product_pricelist_company_id_fkey,f,product_pricelist,company_id,res_company,id,n
product_pricelist_create_uid_fkey,f,product_pricelist,create_uid,res_users,id,n
product_pricelist_currency_id_fkey,f,product_pricelist,currency_id,res_currency,id,r
product_pricelist_write_uid_fkey,f,product_pricelist,write_uid,res_users,id,n
product_pricelist_pkey,p,product_pricelist,id,,, 
product_pricelist_item_base_pricelist_id_fkey,f,product_pricelist_item,base_pricelist_id,product_pricelist,id,n
product_pricelist_item_categ_id_fkey,f,product_pricelist_item,categ_id,product_category,id,c
product_pricelist_item_company_id_fkey,f,product_pricelist_item,company_id,res_company,id,n
product_pricelist_item_create_uid_fkey,f,product_pricelist_item,create_uid,res_users,id,n
product_pricelist_item_currency_id_fkey,f,product_pricelist_item,currency_id,res_currency,id,n
product_pricelist_item_pricelist_id_fkey,f,product_pricelist_item,pricelist_id,product_pricelist,id,c
product_pricelist_item_product_id_fkey,f,product_pricelist_item,product_id,product_product,id,c
product_pricelist_item_product_tmpl_id_fkey,f,product_pricelist_item,product_tmpl_id,product_template,id,c
product_pricelist_item_write_uid_fkey,f,product_pricelist_item,write_uid,res_users,id,n
